customer_id,age,gender,country,annual_income,spending_score,num_purchases,avg_purchase_value,membership_years,website_visits_per_month,cart_abandon_rate,churned,feedback_text,last_purchase_date
8285,40,Male,USA,70410,96,30,58.17,9,28,0.7,0,Excellent customer service.,2025-07-30
8286,67,Male,USA,110184,78,40,49.5,13,24,0.83,0,Love the products and fast shipping.,2025-05-02
8287,33,Male,USA,62471,57,11,34.3,0,25,0.92,0,"Great experience, will shop again!",2025-08-20
8288,47,Male,India,68059,22,37,32.23,15,23,0.18,0,Good quality and value for money.,2025-07-04
8289,57,Male,Canada,78735,63,32,52.75,11,4,0.84,0,The website is easy to use.,2025-07-12
8290,64,Male,USA,116593,29,34,48.14,13,7,0.07,1,I will not be shopping here again.,2025-04-02
8291,39,Male,USA,56513,37,34,42.14,13,19,0.28,0,Good quality and value for money.,2025-05-30
8292,21,Male,USA,81016,68,10,43.1,0,16,0.83,1,Difficult to navigate the website.,2024-12-10
8293,65,Female,Canada,166305,45,44,54.19,15,8,0.37,0,Good quality and value for money.,2025-08-02
8294,41,Male,USA,91724,56,16,43.59,3,21,0.57,0,Very satisfied with my purchase.,2025-05-04
8295,46,Male,USA,175374,55,39,74.16,13,22,0.73,0,Love the products and fast shipping.,2025-07-28
8296,56,Female,Germany,90790,69,43,44.97,15,12,0.99,0,Excellent customer service.,2025-07-12
8297,18,Female,Australia,135369,38,13,57.88,0,4,0.11,0,The website is easy to use.,2025-07-15
8298,53,Male,India,33444,20,20,25.49,8,15,0.61,0,"Great experience, will shop again!",2025-06-05
8299,55,Female,India,72199,43,24,39.21,7,2,0.55,0,Good quality and value for money.,2025-10-02
8300,24,Female,USA,148137,17,18,48.78,4,20,0.83,1,Shipping was too slow.,2024-11-12
8301,48,Female,Canada,99303,72,30,59.68,8,2,0.02,0,Very satisfied with my purchase.,2025-08-14
8302,58,Male,Germany,106098,27,36,48.69,14,20,0.49,0,Good quality and value for money.,2025-09-24
8303,40,Male,Brazil,67227,3,20,37.93,8,6,0.08,0,Good quality and value for money.,2025-07-26
8304,27,Female,Australia,86141,95,16,48.93,0,6,0.25,0,"Great experience, will shop again!",2025-05-30
8305,21,Male,Brazil,55226,58,9,40.26,0,18,0.17,0,Good quality and value for money.,2025-07-30
8306,18,Male,Brazil,24577,34,5,26.11,0,18,0.69,0,The website is easy to use.,2025-06-25
8307,27,Female,Germany,64465,95,13,50.99,1,18,0.43,0,Excellent customer service.,2025-08-30
8308,70,Female,UK,135596,32,11,54.6,0,26,0.66,0,"Great experience, will shop again!",2025-07-23
8309,68,Male,USA,89614,26,20,50.36,7,23,0.55,0,Love the products and fast shipping.,2025-09-29
8310,19,Male,France,48567,84,13,53.67,0,21,0.88,1,Difficult to navigate the website.,2024-11-06
8311,62,Male,France,27120,59,14,46.19,3,25,0.31,0,Excellent customer service.,2025-07-24
8312,58,Female,UK,86462,35,11,49.11,1,8,0.7,0,The website is easy to use.,2025-09-25
8313,39,Female,Australia,114261,69,17,50.06,3,29,0.69,0,The website is easy to use.,2025-07-31
8314,32,Female,Brazil,47423,80,27,53.73,9,29,0.59,0,The website is easy to use.,2025-10-21
8315,61,Male,Germany,88166,67,41,43.1,15,10,0.07,0,Good quality and value for money.,2025-06-05
8316,69,Female,France,40861,49,13,41.46,3,18,0.92,0,Love the products and fast shipping.,2025-08-02
8317,51,Male,USA,146580,35,14,64.48,2,29,0.41,0,Love the products and fast shipping.,2025-09-12
8318,36,Male,Brazil,23675,70,14,40.17,3,28,0.62,0,Excellent customer service.,2025-06-05
8319,38,Male,France,72623,32,29,49.56,10,3,0.39,0,The website is easy to use.,2025-07-02
8320,68,Male,USA,53508,99,33,59.0,9,29,0.92,0,Very satisfied with my purchase.,2025-08-03
8321,67,Female,France,86239,91,37,46.99,12,14,0.34,0,"Great experience, will shop again!",2025-07-21
8322,40,Male,Australia,63141,69,20,53.89,4,11,0.94,0,Very satisfied with my purchase.,2025-07-07
8323,31,Female,USA,146399,91,32,65.75,7,23,0.24,0,Very satisfied with my purchase.,2025-07-30
8324,59,Female,USA,130474,85,31,69.07,8,22,0.9,0,The website is easy to use.,2025-07-08
8325,27,Male,Canada,122205,84,26,61.01,6,9,0.94,0,Good quality and value for money.,2025-07-24
8326,61,Female,India,87769,60,12,48.15,0,15,0.17,1,Difficult to navigate the website.,2024-09-11
8327,50,Female,UK,119719,56,25,61.06,7,5,0.93,0,The website is easy to use.,2025-10-13
8328,18,Female,France,21033,25,3,21.6,0,6,0.18,1,The product did not match the description.,2023-12-06
8329,25,Male,USA,88475,36,21,40.34,6,4,0.79,0,Very satisfied with my purchase.,2025-10-10
8330,65,Female,Germany,73276,36,22,51.37,8,27,0.5,0,Excellent customer service.,2025-06-28
8331,26,Female,Canada,72178,33,15,41.32,3,13,0.86,0,Very satisfied with my purchase.,2025-08-29
8332,42,Female,Germany,63627,67,41,36.54,15,9,0.37,0,"Great experience, will shop again!",2025-06-16
8333,31,Male,Canada,81655,84,34,58.07,11,4,0.7,0,The website is easy to use.,2025-08-30
8334,39,Female,India,20028,62,15,34.27,3,1,0.97,1,Customer service was unhelpful.,2023-12-02
8335,68,Male,USA,48106,24,23,32.94,8,17,0.18,0,The website is easy to use.,2025-06-12
8336,66,Female,Japan,154101,76,38,60.73,10,24,0.7,0,Love the products and fast shipping.,2025-06-14
8337,18,Female,USA,122918,37,11,43.59,0,21,0.91,0,The website is easy to use.,2025-10-16
8338,49,Male,Australia,63649,19,30,27.03,12,22,0.07,0,"Great experience, will shop again!",2025-08-26
8339,46,Male,Canada,134358,12,31,51.79,12,26,0.6,0,Very satisfied with my purchase.,2025-05-08
8340,35,Female,Brazil,35760,33,25,31.26,9,25,0.12,0,Excellent customer service.,2025-08-27
8341,63,Male,India,54830,22,23,38.89,9,12,0.69,0,"Great experience, will shop again!",2025-07-07
8342,43,Female,USA,55934,30,17,45.38,6,25,0.99,0,Very satisfied with my purchase.,2025-10-20
8343,32,Female,Australia,71653,15,26,38.26,11,20,0.56,0,Very satisfied with my purchase.,2025-06-02
8344,63,Male,Australia,90868,78,42,57.82,15,1,0.78,0,The website is easy to use.,2025-08-12
8345,36,Male,USA,110824,92,35,70.45,9,11,0.89,0,The website is easy to use.,2025-08-20
8346,45,Male,UK,70035,36,37,42.77,14,18,0.5,0,Excellent customer service.,2025-05-24
8347,43,Male,Brazil,71379,62,17,48.77,3,2,0.49,0,Love the products and fast shipping.,2025-08-31
8348,44,Male,Canada,41802,9,14,27.61,5,22,0.29,0,"Great experience, will shop again!",2025-06-05
8349,24,Male,UK,149252,32,16,62.17,3,22,0.67,0,The website is easy to use.,2025-05-02
8350,63,Female,India,24147,42,19,29.51,6,27,0.2,0,The website is easy to use.,2025-06-01
8351,33,Female,India,32120,95,29,38.67,9,28,0.63,0,Excellent customer service.,2025-08-10
8352,60,Female,South Africa,55429,88,41,48.95,14,20,0.86,0,Good quality and value for money.,2025-08-08
8353,29,Male,Canada,87160,42,13,38.55,2,4,0.14,0,Good quality and value for money.,2025-10-06
8354,53,Male,USA,99343,73,26,49.24,7,20,0.64,0,Excellent customer service.,2025-10-27
8355,28,Female,France,79934,59,11,38.66,1,18,0.08,0,Very satisfied with my purchase.,2025-06-14
8356,42,Male,Japan,86585,100,15,60.99,0,29,0.36,0,Very satisfied with my purchase.,2025-07-04
8357,65,Male,South Africa,60721,30,30,32.22,12,14,0.55,0,The website is easy to use.,2025-05-08
8358,59,Female,Brazil,60561,63,18,46.44,4,18,0.01,0,Good quality and value for money.,2025-09-08
8359,37,Male,India,43586,77,33,35.63,11,21,0.42,0,The website is easy to use.,2025-10-11
8360,42,Female,Japan,52969,12,27,38.23,12,14,0.68,1,"Poor quality, item broke after a week.",2024-12-30
8361,36,Male,USA,73467,76,14,50.99,1,22,0.13,0,"Great experience, will shop again!",2025-05-12
8362,62,Female,UK,98521,89,36,54.25,10,2,0.2,0,Very satisfied with my purchase.,2025-08-05
8363,36,Female,USA,114007,15,19,45.91,5,18,0.82,0,The website is easy to use.,2025-08-31
8364,30,Male,Australia,140197,22,13,61.69,2,20,0.8,0,Love the products and fast shipping.,2025-05-24
8365,53,Male,Canada,55729,73,35,47.17,11,3,0.5,0,"Great experience, will shop again!",2025-10-03
8366,34,Female,Brazil,57427,10,9,29.45,2,17,0.36,0,Good quality and value for money.,2025-09-24
8367,29,Female,USA,145580,66,18,55.02,1,15,0.67,0,The website is easy to use.,2025-10-10
8368,42,Male,India,38615,12,26,22.9,11,16,0.31,0,"Great experience, will shop again!",2025-06-16
8369,53,Male,USA,169171,4,38,50.27,14,9,0.64,0,The website is easy to use.,2025-08-03
8370,23,Female,UK,49334,50,9,34.89,1,2,0.03,1,"Poor quality, item broke after a week.",2025-02-09
8371,62,Male,Japan,50643,9,29,35.83,13,24,0.77,0,Love the products and fast shipping.,2025-08-18
8372,39,Male,Australia,111441,52,17,51.8,3,5,0.11,0,Very satisfied with my purchase.,2025-07-16
8373,59,Female,Germany,83181,91,36,49.21,12,23,0.63,0,The website is easy to use.,2025-10-10
8374,43,Female,Canada,141485,8,29,40.9,10,6,0.4,0,The website is easy to use.,2025-08-31
8375,24,Female,USA,140723,17,14,44.09,2,22,0.57,0,Love the products and fast shipping.,2025-07-09
8376,69,Female,Brazil,60781,91,18,45.05,3,17,0.33,0,The website is easy to use.,2025-08-17
8377,53,Female,India,47184,7,9,31.79,2,15,0.95,0,Excellent customer service.,2025-05-26
8378,69,Female,USA,58908,20,37,40.25,15,18,0.73,0,The website is easy to use.,2025-08-12
8379,30,Male,India,50965,23,29,33.65,12,1,0.33,1,Shipping was too slow.,2024-02-10
8380,57,Male,UK,120222,71,30,48.29,9,29,0.93,0,Good quality and value for money.,2025-09-10
8381,66,Female,Canada,99144,97,21,66.59,2,21,0.18,0,The website is easy to use.,2025-07-20
8382,23,Female,Canada,121815,58,16,52.23,2,16,1.0,1,The product did not match the description.,2024-12-27
8383,45,Male,Australia,63379,31,24,34.03,8,22,0.47,0,"Great experience, will shop again!",2025-07-15
8384,65,Male,USA,128422,36,25,52.14,8,30,0.18,0,The website is easy to use.,2025-05-29
8385,36,Female,UK,43060,50,15,29.84,3,12,0.98,1,Shipping was too slow.,2024-02-15
8386,28,Female,USA,129076,75,23,70.22,5,10,0.75,0,The website is easy to use.,2025-09-28
8387,36,Male,Canada,131488,49,26,62.51,7,22,0.06,0,Excellent customer service.,2025-07-05
8388,52,Female,USA,122379,64,33,49.0,10,29,0.82,0,The website is easy to use.,2025-05-13
8389,32,Female,UK,140802,68,24,56.93,5,29,0.42,0,Very satisfied with my purchase.,2025-09-29
8390,65,Male,Canada,139922,62,16,57.12,2,14,0.79,0,"Great experience, will shop again!",2025-07-12
8391,29,Female,South Africa,65468,54,25,53.17,7,30,0.5,0,Excellent customer service.,2025-10-01
8392,54,Female,UK,173799,6,14,48.16,2,2,0.97,1,Shipping was too slow.,2024-07-16
8393,46,Male,Germany,103539,95,20,62.25,2,15,0.83,0,Good quality and value for money.,2025-06-29
8394,18,Male,South Africa,42738,56,8,42.68,0,26,0.94,0,Excellent customer service.,2025-09-12
8395,57,Male,Germany,66024,3,8,32.83,2,2,0.21,0,Love the products and fast shipping.,2025-07-17
8396,25,Male,USA,42083,63,7,38.71,0,25,0.45,0,Good quality and value for money.,2025-07-06
8397,44,Male,Australia,96445,71,32,45.43,10,22,0.72,0,Love the products and fast shipping.,2025-10-02
8398,50,Female,South Africa,41491,49,14,42.67,3,27,0.2,0,Good quality and value for money.,2025-05-14
8399,54,Male,India,87394,60,38,43.15,14,23,0.41,0,Love the products and fast shipping.,2025-05-22
8400,31,Female,Australia,113716,30,25,56.73,8,15,0.2,0,The website is easy to use.,2025-06-18
8401,36,Female,India,20889,65,37,45.84,14,28,0.53,0,Excellent customer service.,2025-06-19
8402,25,Male,UK,78981,34,13,36.27,2,24,0.48,0,Good quality and value for money.,2025-08-10
8403,65,Male,UK,77666,71,39,46.3,14,15,0.38,0,Excellent customer service.,2025-05-21
8404,37,Female,Germany,87651,54,10,50.71,0,30,0.34,0,"Great experience, will shop again!",2025-10-03
8405,54,Male,India,65646,83,29,57.54,9,4,0.36,0,Love the products and fast shipping.,2025-09-14
8406,38,Female,France,41813,58,33,31.64,13,12,0.65,0,"Great experience, will shop again!",2025-07-13
8407,25,Male,USA,88209,42,22,51.01,7,4,0.18,0,Excellent customer service.,2025-07-02
8408,47,Male,USA,159230,68,36,66.02,11,19,0.69,0,The website is easy to use.,2025-10-08
8409,44,Female,India,39407,61,11,37.45,2,22,0.54,0,Good quality and value for money.,2025-05-28
8410,24,Female,Germany,60935,68,22,39.78,5,28,0.41,0,Good quality and value for money.,2025-09-24
8411,46,Female,France,35517,26,31,29.85,12,22,1.0,0,Excellent customer service.,2025-10-10
8412,35,Male,Brazil,60987,43,20,48.9,7,23,0.59,0,Good quality and value for money.,2025-09-22
8413,38,Male,USA,48112,1,21,32.77,10,19,0.65,0,The website is easy to use.,2025-06-09
8414,51,Male,South Africa,66926,72,29,49.0,9,9,0.37,0,Good quality and value for money.,2025-08-02
8415,42,Female,Germany,131202,80,18,60.56,2,1,0.68,0,Good quality and value for money.,2025-07-15
8416,38,Female,Canada,107362,57,38,49.32,13,30,0.74,0,Good quality and value for money.,2025-08-30
8417,22,Male,India,46803,90,20,52.61,3,24,0.11,0,Excellent customer service.,2025-08-02
8418,39,Male,UK,58423,49,11,40.79,2,28,0.6,0,Love the products and fast shipping.,2025-06-29
8419,43,Male,South Africa,41061,6,27,24.02,11,1,0.94,0,Very satisfied with my purchase.,2025-08-10
8420,70,Female,India,24958,84,35,44.16,12,15,0.57,0,Excellent customer service.,2025-06-06
8421,70,Male,Brazil,40813,97,30,56.01,8,25,0.95,0,"Great experience, will shop again!",2025-09-16
8422,64,Male,Brazil,94633,24,21,37.39,7,29,0.06,1,I will not be shopping here again.,2024-09-02
8423,63,Male,Australia,136458,85,34,57.37,9,30,0.92,0,Love the products and fast shipping.,2025-09-06
8424,33,Male,Australia,51941,47,27,38.65,10,23,0.82,0,"Great experience, will shop again!",2025-10-06
8425,47,Male,UK,85892,20,15,39.72,4,23,0.82,1,Difficult to navigate the website.,2024-05-05
8426,36,Female,UK,69924,40,33,39.79,13,15,0.86,0,Excellent customer service.,2025-07-30
8427,61,Female,South Africa,53168,83,40,45.78,15,16,0.66,0,Very satisfied with my purchase.,2025-06-02
8428,24,Male,Brazil,44664,58,16,32.0,3,21,0.0,0,Love the products and fast shipping.,2025-10-17
8429,52,Male,Brazil,24471,32,7,27.05,2,22,0.92,1,Customer service was unhelpful.,2024-09-12
8430,37,Female,Germany,95798,36,23,51.92,6,22,0.24,0,Very satisfied with my purchase.,2025-06-08
8431,37,Male,USA,53168,92,32,43.0,9,25,0.99,0,Love the products and fast shipping.,2025-09-12
8432,63,Male,USA,152977,57,15,58.33,1,18,0.22,0,Very satisfied with my purchase.,2025-10-25
8433,21,Female,USA,44148,1,7,28.26,1,24,0.08,0,Excellent customer service.,2025-05-16
8434,31,Male,France,51489,27,25,33.31,9,8,0.97,0,Very satisfied with my purchase.,2025-07-24
8435,20,Male,Germany,146332,94,16,72.66,0,28,0.12,0,Good quality and value for money.,2025-08-02
8436,54,Female,Australia,124600,91,33,71.47,9,17,0.66,0,Excellent customer service.,2025-09-29
8437,28,Female,India,69600,58,13,41.54,2,29,0.89,1,The product did not match the description.,2024-03-08
8438,64,Female,USA,72510,41,10,36.19,1,13,0.66,0,The website is easy to use.,2025-06-03
8439,27,Female,Canada,146300,83,21,61.3,2,2,0.7,1,Shipping was too slow.,2025-01-25
8440,57,Female,Canada,50582,48,9,41.91,0,6,0.14,0,The website is easy to use.,2025-09-02
8441,19,Male,India,20263,9,1,32.45,0,1,0.67,1,The product did not match the description.,2023-11-05
8442,48,Female,Brazil,30922,74,16,48.18,3,4,0.76,0,Love the products and fast shipping.,2025-10-25
8443,57,Female,France,62672,80,15,39.08,2,9,0.33,0,Very satisfied with my purchase.,2025-07-20
8444,20,Male,France,32227,89,9,36.85,0,19,0.8,0,The website is easy to use.,2025-07-21
8445,44,Male,Australia,79423,86,33,49.58,10,16,0.81,0,Love the products and fast shipping.,2025-08-22
8446,51,Male,USA,162075,97,37,70.91,10,17,0.87,0,Excellent customer service.,2025-06-28
8447,41,Male,UK,69963,58,19,38.14,4,6,0.67,0,Love the products and fast shipping.,2025-08-12
8448,19,Male,UK,110607,17,11,38.24,1,14,0.9,1,"Poor quality, item broke after a week.",2024-01-11
8449,20,Female,Brazil,36665,64,8,36.18,0,26,0.78,0,Love the products and fast shipping.,2025-07-16
8450,45,Female,Brazil,69946,27,12,40.32,2,18,0.71,1,Customer service was unhelpful.,2024-03-11
8451,65,Female,USA,71772,11,4,41.25,0,10,0.89,1,Difficult to navigate the website.,2024-02-02
8452,52,Female,USA,90342,12,24,40.12,8,22,0.76,0,Love the products and fast shipping.,2025-08-01
8453,30,Female,Germany,119761,85,24,56.94,5,4,0.17,0,Love the products and fast shipping.,2025-07-22
8454,34,Male,India,35032,82,9,34.64,0,9,0.81,0,The website is easy to use.,2025-10-15
8455,57,Male,Germany,125601,100,21,63.37,2,18,0.24,0,Excellent customer service.,2025-07-23
8456,30,Female,USA,127781,9,11,43.9,1,16,0.67,0,"Great experience, will shop again!",2025-09-18
8457,69,Female,Germany,99267,40,35,52.41,13,10,0.55,0,"Great experience, will shop again!",2025-06-17
8458,23,Male,Germany,122904,25,19,57.88,5,29,0.51,0,Very satisfied with my purchase.,2025-08-19
8459,35,Female,Australia,79815,8,6,36.12,0,16,0.78,0,Love the products and fast shipping.,2025-10-19
8460,31,Male,Germany,77778,6,25,31.75,10,13,0.37,0,Excellent customer service.,2025-10-10
8461,29,Female,France,68973,62,19,49.48,5,15,0.32,1,The product did not match the description.,2024-06-30
8462,38,Male,Canada,65668,33,32,37.27,12,24,0.77,0,The website is easy to use.,2025-05-25
8463,20,Female,UK,42400,33,4,32.54,0,26,0.92,0,Very satisfied with my purchase.,2025-09-05
8464,31,Male,India,22287,79,27,33.16,8,20,0.25,0,The website is easy to use.,2025-08-05
8465,44,Male,South Africa,46603,29,37,34.9,15,14,0.86,0,"Great experience, will shop again!",2025-09-01
8466,50,Male,Brazil,89347,28,17,50.61,5,18,0.16,0,Very satisfied with my purchase.,2025-09-27
8467,20,Male,UK,114324,32,13,45.2,2,25,0.65,0,Good quality and value for money.,2025-07-25
8468,21,Female,USA,61323,72,18,36.9,3,21,0.32,0,"Great experience, will shop again!",2025-07-11
8469,27,Female,Germany,88731,82,22,60.11,4,14,0.08,0,Very satisfied with my purchase.,2025-05-18
8470,32,Female,UK,72494,38,28,37.84,11,3,0.86,1,I will not be shopping here again.,2024-10-25
8471,25,Male,USA,46904,23,8,37.51,2,15,0.36,1,Customer service was unhelpful.,2023-11-17
8472,52,Male,France,68049,95,20,59.43,3,16,0.04,0,Very satisfied with my purchase.,2025-06-02
8473,30,Male,South Africa,49753,37,12,41.07,3,15,0.51,0,Excellent customer service.,2025-05-13
8474,50,Male,Brazil,71652,96,14,44.64,0,16,0.38,0,Excellent customer service.,2025-09-22
8475,45,Female,Australia,84691,11,18,37.49,7,5,0.74,0,The website is easy to use.,2025-06-12
8476,54,Male,USA,102372,18,19,47.13,6,25,1.0,0,Very satisfied with my purchase.,2025-05-08
8477,40,Male,Australia,63918,88,26,59.5,6,12,0.43,0,Good quality and value for money.,2025-07-23
8478,32,Male,Brazil,37343,54,8,39.71,1,23,0.35,0,Love the products and fast shipping.,2025-10-19
8479,46,Male,UK,67172,77,33,54.98,11,29,0.5,0,"Great experience, will shop again!",2025-08-05
8480,23,Male,India,30657,100,13,38.04,0,15,0.34,0,Love the products and fast shipping.,2025-05-03
8481,18,Female,USA,122170,17,8,53.71,0,11,0.89,1,Difficult to navigate the website.,2024-08-04
8482,58,Female,Brazil,74480,100,19,49.24,2,24,0.9,0,"Great experience, will shop again!",2025-07-09
8483,63,Male,UK,131410,1,13,38.47,3,6,0.88,0,Excellent customer service.,2025-07-07
8484,57,Female,India,64785,1,25,24.88,10,6,0.85,0,Excellent customer service.,2025-07-21
8485,36,Female,USA,116619,36,40,56.3,15,29,0.03,0,Excellent customer service.,2025-09-11
8486,51,Female,Canada,119011,96,33,69.15,9,9,0.72,0,Good quality and value for money.,2025-10-14
8487,35,Male,USA,130230,77,39,62.53,12,20,0.7,0,Good quality and value for money.,2025-06-11
8488,29,Male,Brazil,54550,61,17,45.9,3,19,0.29,0,Very satisfied with my purchase.,2025-07-24
8489,39,Male,Canada,60839,55,18,33.35,4,11,0.11,0,Love the products and fast shipping.,2025-09-07
8490,33,Female,France,75257,24,13,30.33,4,8,0.45,0,Very satisfied with my purchase.,2025-09-20
8491,51,Male,Brazil,81170,14,30,36.93,13,7,0.45,0,Love the products and fast shipping.,2025-07-22
8492,68,Male,India,42459,67,12,38.24,2,10,0.46,0,Love the products and fast shipping.,2025-07-16
8493,59,Female,UK,99063,67,20,60.96,3,14,0.49,0,Good quality and value for money.,2025-09-26
8494,58,Female,India,44340,43,23,30.59,8,24,0.05,0,Excellent customer service.,2025-08-11
8495,35,Male,UK,78368,98,34,57.74,9,23,0.08,0,Very satisfied with my purchase.,2025-08-18
8496,64,Male,France,81670,54,17,40.16,3,10,0.95,0,Good quality and value for money.,2025-09-10
8497,46,Female,India,57812,63,11,39.62,0,1,0.68,0,"Great experience, will shop again!",2025-07-30
8498,42,Male,UK,119917,12,37,44.28,15,4,0.24,0,Love the products and fast shipping.,2025-10-05
8499,43,Male,USA,98421,48,24,52.96,8,19,0.45,0,Very satisfied with my purchase.,2025-09-18
8500,44,Female,USA,132871,29,39,60.13,14,25,0.24,0,Excellent customer service.,2025-05-20
8501,56,Male,USA,65230,31,14,36.51,4,24,0.38,0,Good quality and value for money.,2025-06-27
8502,65,Male,USA,161461,39,22,62.35,5,3,0.8,0,Excellent customer service.,2025-10-07
8503,26,Male,Brazil,72779,58,12,38.74,2,16,0.8,0,Good quality and value for money.,2025-09-10
8504,26,Female,India,54311,83,13,40.92,1,4,0.45,0,"Great experience, will shop again!",2025-07-28
8505,25,Male,UK,76298,41,10,45.18,1,12,0.6,0,Love the products and fast shipping.,2025-10-14
8506,57,Female,Australia,156880,34,36,58.43,12,29,0.85,0,Excellent customer service.,2025-06-18
8507,25,Male,Brazil,65812,50,16,48.65,3,15,0.32,0,Love the products and fast shipping.,2025-09-02
8508,37,Male,Germany,99012,85,22,54.34,5,26,0.11,0,Good quality and value for money.,2025-09-21
8509,30,Female,UK,134884,68,36,65.42,11,17,0.44,0,Love the products and fast shipping.,2025-07-26
8510,23,Male,France,21891,33,7,38.89,0,10,0.39,1,Difficult to navigate the website.,2023-12-22
8511,19,Female,USA,121985,100,17,72.87,1,6,0.87,0,Good quality and value for money.,2025-05-02
8512,56,Female,Brazil,91732,21,27,49.48,10,23,0.72,0,Very satisfied with my purchase.,2025-10-24
8513,28,Male,USA,71051,85,22,48.38,5,24,0.21,0,Excellent customer service.,2025-10-16
8514,23,Female,Brazil,49799,20,14,26.52,5,25,0.02,1,"Poor quality, item broke after a week.",2024-12-14
8515,55,Male,India,94078,90,36,57.87,11,22,0.02,0,Excellent customer service.,2025-10-08
8516,51,Female,India,59793,32,11,33.27,2,12,0.7,0,"Great experience, will shop again!",2025-10-24
8517,70,Female,USA,80848,42,32,43.19,12,18,0.92,0,The website is easy to use.,2025-05-02
8518,54,Male,India,72468,78,35,59.33,12,22,0.4,0,Good quality and value for money.,2025-05-12
8519,45,Male,USA,100617,54,24,55.3,6,9,0.55,0,Very satisfied with my purchase.,2025-06-19
8520,59,Male,Germany,79640,95,41,48.23,14,10,0.96,0,Very satisfied with my purchase.,2025-10-15
8521,41,Male,USA,57656,20,10,39.3,2,22,0.21,0,Very satisfied with my purchase.,2025-07-29
8522,46,Male,USA,107130,92,34,66.86,10,14,0.08,0,"Great experience, will shop again!",2025-09-04
8523,29,Female,India,22686,17,23,21.83,9,11,0.35,0,Love the products and fast shipping.,2025-07-02
8524,57,Male,USA,126055,22,23,49.19,7,30,0.94,0,Love the products and fast shipping.,2025-06-08
8525,70,Male,Brazil,41604,65,16,42.86,4,4,0.83,1,"Poor quality, item broke after a week.",2023-12-18
8526,68,Female,Brazil,80167,83,38,60.82,13,25,0.0,0,Excellent customer service.,2025-07-28
8527,61,Male,Brazil,90446,19,15,35.48,5,11,0.85,0,"Great experience, will shop again!",2025-05-03
8528,51,Female,UK,136032,81,26,72.5,5,15,0.54,0,Good quality and value for money.,2025-07-14
8529,40,Female,USA,54436,48,15,46.11,4,17,0.69,0,Love the products and fast shipping.,2025-07-22
8530,34,Male,Brazil,59889,22,9,27.07,2,29,0.62,0,"Great experience, will shop again!",2025-07-05
8531,62,Female,Australia,173923,69,48,77.01,15,13,0.3,0,Excellent customer service.,2025-05-20
8532,58,Male,Australia,160226,63,30,60.26,8,13,0.4,0,The website is easy to use.,2025-09-02
8533,69,Female,Brazil,76298,46,11,35.45,2,12,0.44,0,Love the products and fast shipping.,2025-06-17
8534,31,Male,USA,97056,45,12,45.23,1,11,0.72,0,Love the products and fast shipping.,2025-07-06
8535,39,Female,India,20036,78,30,33.91,11,15,0.72,0,Good quality and value for money.,2025-09-29
8536,68,Male,Brazil,67560,3,15,33.93,6,9,0.91,1,"Poor quality, item broke after a week.",2024-08-13
8537,19,Male,Australia,128601,76,16,69.16,0,24,0.68,0,The website is easy to use.,2025-10-14
8538,21,Male,South Africa,73677,34,10,36.86,1,24,0.7,0,Excellent customer service.,2025-05-30
8539,68,Female,France,84681,93,24,63.55,4,8,0.55,0,Very satisfied with my purchase.,2025-05-04
8540,44,Male,USA,88462,44,23,52.59,6,1,0.38,1,"Poor quality, item broke after a week.",2024-07-05
8541,25,Male,Germany,142494,61,13,53.52,0,19,0.5,0,"Great experience, will shop again!",2025-05-03
8542,57,Female,USA,130778,38,15,47.01,3,25,0.23,0,Love the products and fast shipping.,2025-05-17
8543,22,Male,France,56052,60,13,48.36,2,14,0.96,1,Difficult to navigate the website.,2024-11-04
8544,56,Male,Japan,116055,93,28,61.57,6,16,0.93,0,Excellent customer service.,2025-10-01
8545,23,Male,Germany,131972,34,12,49.24,0,28,0.85,0,Excellent customer service.,2025-09-16
8546,51,Female,UK,53455,5,5,37.61,0,23,0.51,0,Very satisfied with my purchase.,2025-09-29
8547,43,Male,USA,117332,25,24,41.99,8,6,0.7,0,Very satisfied with my purchase.,2025-08-28
8548,44,Male,India,20426,62,8,39.81,0,17,0.13,0,Very satisfied with my purchase.,2025-09-08
8549,54,Male,India,80532,96,38,47.7,12,7,0.88,0,Very satisfied with my purchase.,2025-08-29
8550,52,Female,France,81874,7,24,38.24,9,1,0.13,0,The website is easy to use.,2025-06-28
8551,67,Female,Canada,107521,45,40,56.55,15,11,0.54,0,"Great experience, will shop again!",2025-07-27
8552,24,Male,UK,51667,72,13,49.47,1,13,0.77,0,"Great experience, will shop again!",2025-08-24
8553,24,Male,UK,92387,42,15,40.36,2,14,0.32,0,Love the products and fast shipping.,2025-07-02
8554,44,Male,USA,47977,1,7,24.09,3,12,0.85,0,Very satisfied with my purchase.,2025-06-22
8555,36,Male,Germany,62606,91,16,55.08,1,3,0.19,0,The website is easy to use.,2025-09-25
8556,19,Female,Canada,92077,55,10,57.03,0,5,0.76,0,Excellent customer service.,2025-07-01
8557,42,Female,Brazil,75760,21,17,48.37,5,13,0.73,1,I will not be shopping here again.,2023-11-03
8558,26,Female,USA,134417,45,13,51.61,1,12,0.58,0,Good quality and value for money.,2025-06-21
8559,52,Female,South Africa,67174,74,31,54.19,10,22,0.52,0,"Great experience, will shop again!",2025-08-05
8560,41,Female,USA,118229,81,23,66.88,4,29,0.86,0,Very satisfied with my purchase.,2025-08-29
